suara_non_dapil_sah,alasan_suara_non_dapil_tidak_sah,suara_dapil_sah,alasan_suara_dapil_tidak_sah,waktu,dalam_waktu_pemungutan,nim_email_hashed,jenis_email,input_dapil,dapil_tercatat,terdaftar,dapil_benar,dapil_sesuai,pilihan_gubernur,pilihan_dpm,pilihan_himatro,pilihan_hmti
true,,true,,2021-01-04 08:39:00 +0700 +07,true,0c4105c34be01e9de2478cb1bdc402d4,student,TEKNIK INDUSTRI,TEKNIK INDUSTRI,true,true,true,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,11. YUSUF AL FARIZI,,1. M. FAHRI SYAIFARRAHMAN / MUHAMMAD MUFID APRIANTO
true,,true,,2021-01-04 08:39:05 +0700 +07,true,0f340ffff082f191ae4859dbbf41217f,student,SISTEM INFORMASI,SISTEM INFORMASI,true,true,,2. MOH. IRSAD / FIKRI ROLLY GUNAWAN,08. IRFAN ZUHDA JOEHDANTO ASLAM,,
true,,true,,2021-01-04 08:39:07 +0700 +07,true,afe484fd6262b43234ae178bd58385d0,student,TEKNIK ELEKTRO,TEKNIK ELEKTRO,true,true,true,2. MOH. IRSAD / FIKRI ROLLY GUNAWAN,02. ROMY YANSYAH,2. MOCH. IFAN JULIYANTO / ERIK DWI CAHYONO,
true,,true,,2021-01-04 08:39:10 +0700 +07,true,74532aecabe8bb4bb674f8785e511796,student,TEKNIK INFORMATIKA,TEKNIK INFORMATIKA,true,true,,2. MOH. IRSAD / FIKRI ROLLY GUNAWAN,01. ROBIATUL ADAWIYAH,,
true,,true,,2021-01-04 08:39:12 +0700 +07,true,0fe4c7fb28809bb85d185147158f4583,student,TEKNIK MEKATRONIKA,TEKNIK MEKATRONIKA,true,true,,2. MOH. IRSAD / FIKRI ROLLY GUNAWAN,19. SAMHAJI,,
true,,true,,2021-01-04 08:39:13 +0700 +07,true,a293d27ad51c535c79d6888817ee30a4,student,TEKNIK INDUSTRI,TEKNIK INDUSTRI,true,true,true,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,11. YUSUF AL FARIZI,,2. NICKYO PUTRA ARBAATA / FATHUR RAHMAN IRVANSYAH
true,,true,,2021-01-04 08:39:15 +0700 +07,true,3a21cbf0870b7fb91bac5bbf38d2446f,student,TEKNIK INDUSTRI,TEKNIK INDUSTRI,true,true,true,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,18. SANTI EKA ALVIONITA,,1. M. FAHRI SYAIFARRAHMAN / MUHAMMAD MUFID APRIANTO
true,,true,,2021-01-04 08:39:17 +0700 +07,true,7ccb80ab1c0c22a5e14171142f93e222,student,TEKNIK INDUSTRI,TEKNIK INDUSTRI,true,true,true,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,07. EVIANA RAMADHANI SUGIARTO,,1. M. FAHRI SYAIFARRAHMAN / MUHAMMAD MUFID APRIANTO
true,,true,,2021-01-04 08:39:18 +0700 +07,true,3bd83649c8f12fd67e77f487cb9d05a7,student,TEKNIK MESIN,TEKNIK MESIN,true,true,,2. MOH. IRSAD / FIKRI ROLLY GUNAWAN,09. MOHAMMAD DIMAS AGUNG DWIRYA,,
true,,true,,2021-01-04 08:39:33 +0700 +07,true,44bba17a3b89e92b104d72cbabdd0c41,student,TEKNIK INDUSTRI,TEKNIK INDUSTRI,true,true,true,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,04. KHARISMA HILMY DWI IFANGGA,,1. M. FAHRI SYAIFARRAHMAN / MUHAMMAD MUFID APRIANTO
true,,true,,2021-01-04 08:39:33 +0700 +07,true,65e3b2514ce073aa740f840fdf8af216,student,TEKNIK INDUSTRI,TEKNIK INDUSTRI,true,true,true,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,04. KHARISMA HILMY DWI IFANGGA,,1. M. FAHRI SYAIFARRAHMAN / MUHAMMAD MUFID APRIANTO
true,,true,,2021-01-04 08:39:34 +0700 +07,true,98903ea54f4afaabf0ba6aae0998c0e4,student,TEKNIK INDUSTRI,TEKNIK INDUSTRI,true,true,true,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,01. ROBIATUL ADAWIYAH,,1. M. FAHRI SYAIFARRAHMAN / MUHAMMAD MUFID APRIANTO
true,,true,,2021-01-04 08:39:37 +0700 +07,true,95e24e3cfb1f178aad548f341add0894,student,TEKNIK INDUSTRI,TEKNIK INDUSTRI,true,true,true,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,04. KHARISMA HILMY DWI IFANGGA,,2. NICKYO PUTRA ARBAATA / FATHUR RAHMAN IRVANSYAH
true,,true,,2021-01-04 08:39:39 +0700 +07,true,59f250ee0f25e8bcfbeb95a661482eca,student,TEKNIK INDUSTRI,TEKNIK INDUSTRI,true,true,true,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,11. YUSUF AL FARIZI,,1. M. FAHRI SYAIFARRAHMAN / MUHAMMAD MUFID APRIANTO
true,,true,,2021-01-04 08:39:41 +0700 +07,true,6a73e0eadbe95eb14a209684f95cd7ab,student,TEKNIK INFORMATIKA,TEKNIK INFORMATIKA,true,true,,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,18. SANTI EKA ALVIONITA,,
true,,true,,2021-01-04 08:39:41 +0700 +07,true,528fa7d89031959e2586a0246dca4a65,student,TEKNIK INDUSTRI,TEKNIK INDUSTRI,true,true,true,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,11. YUSUF AL FARIZI,,1. M. FAHRI SYAIFARRAHMAN / MUHAMMAD MUFID APRIANTO
true,,true,,2021-01-04 08:39:44 +0700 +07,true,deaad25e7d037621b222a460d576f254,student,SISTEM INFORMASI,SISTEM INFORMASI,true,true,,2. MOH. IRSAD / FIKRI ROLLY GUNAWAN,15. MOH. TAMIM ANSORI,,
true,,true,,2021-01-04 08:39:44 +0700 +07,true,d58d786324020b5445b4983d06098c62,student,TEKNIK INFORMATIKA,TEKNIK INFORMATIKA,true,true,,2. MOH. IRSAD / FIKRI ROLLY GUNAWAN,01. ROBIATUL ADAWIYAH,,
true,,true,,2021-01-04 08:39:47 +0700 +07,true,53f58c582cd5871c65ede527903009ca,student,TEKNIK INDUSTRI,TEKNIK INDUSTRI,true,true,true,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,11. YUSUF AL FARIZI,,1. M. FAHRI SYAIFARRAHMAN / MUHAMMAD MUFID APRIANTO
true,,true,,2021-01-04 08:39:51 +0700 +07,true,18c7c2cc327847638284da40752f6ac0,student,TEKNIK INDUSTRI,TEKNIK INDUSTRI,true,true,true,2. MOH. IRSAD / FIKRI ROLLY GUNAWAN,02. ROMY YANSYAH,,2. NICKYO PUTRA ARBAATA / FATHUR RAHMAN IRVANSYAH
true,,true,,2021-01-04 08:39:52 +0700 +07,true,e6f60b7bdaa3f7288ce95e55b2d72d94,student,TEKNIK INDUSTRI,TEKNIK INDUSTRI,true,true,true,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,02. ROMY YANSYAH,,1. M. FAHRI SYAIFARRAHMAN / MUHAMMAD MUFID APRIANTO
true,,true,,2021-01-04 08:39:55 +0700 +07,true,2d84d16b0c464934f647e52c8e74f45c,student,TEKNIK INDUSTRI,TEKNIK INDUSTRI,true,true,true,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,11. YUSUF AL FARIZI,,1. M. FAHRI SYAIFARRAHMAN / MUHAMMAD MUFID APRIANTO
true,,true,,2021-01-04 08:39:56 +0700 +07,true,f9368a49fdb141cfc603b9194edca5bf,student,TEKNIK INDUSTRI,TEKNIK INDUSTRI,true,true,true,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,11. YUSUF AL FARIZI,,1. M. FAHRI SYAIFARRAHMAN / MUHAMMAD MUFID APRIANTO
true,,true,,2021-01-04 08:39:57 +0700 +07,true,114c0b03c4454d5cbd61cc223cf5815e,student,SISTEM INFORMASI,SISTEM INFORMASI,true,true,,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,15. MOH. TAMIM ANSORI,,
true,,true,,2021-01-04 08:40:00 +0700 +07,true,4dd107f407f5d63d5e746ddff4ccd666,student,TEKNIK MESIN,TEKNIK MESIN,true,true,,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,07. EVIANA RAMADHANI SUGIARTO,,
true,,true,,2021-01-04 08:40:01 +0700 +07,true,2d142bbd36b0a37c589c7c2708a2ad52,student,TEKNIK INFORMATIKA,TEKNIK INFORMATIKA,true,true,,2. MOH. IRSAD / FIKRI ROLLY GUNAWAN,15. MOH. TAMIM ANSORI,,
true,,true,,2021-01-04 08:40:04 +0700 +07,true,fdd87f5853a94df095028eb9355a9e58,student,TEKNIK INFORMATIKA,TEKNIK INFORMATIKA,true,true,,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,13. DANY WIDIYANTO,,
true,,true,,2021-01-04 08:40:08 +0700 +07,true,dee9a6086f486ecfb49f0fba9bc71059,student,TEKNIK INFORMATIKA,TEKNIK INFORMATIKA,true,true,,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,17. LILIK MAULIDA KHASANAH,,
true,,true,,2021-01-04 08:40:11 +0700 +07,true,bb1ea971639eada6bb0e48d687f4e7eb,student,TEKNIK INDUSTRI,TEKNIK INDUSTRI,true,true,true,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,11. YUSUF AL FARIZI,,1. M. FAHRI SYAIFARRAHMAN / MUHAMMAD MUFID APRIANTO
true,,true,,2021-01-04 08:40:11 +0700 +07,true,e67f9a350aea529bd46d9207f2b3643e,student,TEKNIK INDUSTRI,TEKNIK INDUSTRI,true,true,true,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,18. SANTI EKA ALVIONITA,,1. M. FAHRI SYAIFARRAHMAN / MUHAMMAD MUFID APRIANTO
true,,true,,2021-01-04 08:40:14 +0700 +07,true,e95f504b94c54d2d11fbbbffca55730d,student,TEKNIK INDUSTRI,TEKNIK INDUSTRI,true,true,true,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,11. YUSUF AL FARIZI,,1. M. FAHRI SYAIFARRAHMAN / MUHAMMAD MUFID APRIANTO
true,,true,,2021-01-04 08:40:16 +0700 +07,true,297e3477e815956d2bb8622bdd74d9a5,student,TEKNIK ELEKTRO,TEKNIK ELEKTRO,true,true,true,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,14. ELVA DEWI LESTARI,2. MOCH. IFAN JULIYANTO / ERIK DWI CAHYONO,
true,,true,,2021-01-04 08:40:18 +0700 +07,true,a9be23e15faf9f494e96408cee6d1c6c,student,TEKNIK ELEKTRO,TEKNIK ELEKTRO,true,true,true,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,06. ARGA KIEN DWIJANA,2. MOCH. IFAN JULIYANTO / ERIK DWI CAHYONO,
true,,true,,2021-01-04 08:40:19 +0700 +07,true,51b5c7808d3ea792b7c19fe7a5c52fe6,student,TEKNIK ELEKTRO,TEKNIK ELEKTRO,true,true,true,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,14. ELVA DEWI LESTARI,2. MOCH. IFAN JULIYANTO / ERIK DWI CAHYONO,
true,,true,,2021-01-04 08:40:23 +0700 +07,true,75f2ea8a27636cbe4537ab97785962ec,student,TEKNIK INDUSTRI,TEKNIK INDUSTRI,true,true,true,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,19. SAMHAJI,,2. NICKYO PUTRA ARBAATA / FATHUR RAHMAN IRVANSYAH
true,,true,,2021-01-04 08:40:25 +0700 +07,true,a01c8be62cffc0e69762e95209e2a73f,student,TEKNIK MEKATRONIKA,TEKNIK MEKATRONIKA,true,true,,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,11. YUSUF AL FARIZI,,
true,,true,,2021-01-04 08:40:30 +0700 +07,true,c1cfe6a3793d7b90c02be10e6f118265,student,TEKNIK INDUSTRI,TEKNIK INDUSTRI,true,true,true,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,11. YUSUF AL FARIZI,,1. M. FAHRI SYAIFARRAHMAN / MUHAMMAD MUFID APRIANTO
true,,true,,2021-01-04 08:40:30 +0700 +07,true,3ac2e7afa077c860a60196df25e94f13,student,TEKNIK INFORMATIKA,TEKNIK INFORMATIKA,true,true,,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,01. ROBIATUL ADAWIYAH,,
true,,true,,2021-01-04 08:40:31 +0700 +07,true,2c6a931a41d2bdb1faa9e2fd3ccc22d0,student,TEKNIK MEKATRONIKA,TEKNIK MEKATRONIKA,true,true,,2. MOH. IRSAD / FIKRI ROLLY GUNAWAN,17. LILIK MAULIDA KHASANAH,,
true,,true,,2021-01-04 08:40:31 +0700 +07,true,95a01a8d6aaf95af6afe66e59d1ebcc2,student,TEKNIK INDUSTRI,TEKNIK INDUSTRI,true,true,true,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,11. YUSUF AL FARIZI,,1. M. FAHRI SYAIFARRAHMAN / MUHAMMAD MUFID APRIANTO
true,,true,,2021-01-04 08:40:39 +0700 +07,true,6108217fb0cb00b5d7941f48c172ae2f,student,TEKNIK INDUSTRI,TEKNIK INDUSTRI,true,true,true,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,11. YUSUF AL FARIZI,,2. NICKYO PUTRA ARBAATA / FATHUR RAHMAN IRVANSYAH
true,,true,,2021-01-04 08:40:40 +0700 +07,true,07d41a6fdccec6d483d69c4907c7130c,student,TEKNIK INFORMATIKA,TEKNIK INFORMATIKA,true,true,,2. MOH. IRSAD / FIKRI ROLLY GUNAWAN,03. RIPANDI,,
true,,true,,2021-01-04 08:40:42 +0700 +07,true,3c40896e62f0197c89aaeb2e43f23e33,student,TEKNIK ELEKTRO,TEKNIK ELEKTRO,true,true,true,2. MOH. IRSAD / FIKRI ROLLY GUNAWAN,09. MOHAMMAD DIMAS AGUNG DWIRYA,1. FAURIZAL ABID ARDITYA / AHMAD FAUZAN,
true,,true,,2021-01-04 08:40:44 +0700 +07,true,3791c69c1149ba8ab8e1e950b729ea15,student,TEKNIK ELEKTRO,TEKNIK ELEKTRO,true,true,true,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,06. ARGA KIEN DWIJANA,2. MOCH. IFAN JULIYANTO / ERIK DWI CAHYONO,
true,,true,,2021-01-04 08:40:45 +0700 +07,true,0e05fbc4e58ea5844869a330bb8674e4,student,TEKNIK ELEKTRO,TEKNIK ELEKTRO,true,true,true,2. MOH. IRSAD / FIKRI ROLLY GUNAWAN,12. MOCHAMAD DIO,2. MOCH. IFAN JULIYANTO / ERIK DWI CAHYONO,
true,,true,,2021-01-04 08:40:46 +0700 +07,true,81a19ce0f4486a6fe314824dc42303f0,student,TEKNIK INDUSTRI,TEKNIK INDUSTRI,true,true,true,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,11. YUSUF AL FARIZI,,1. M. FAHRI SYAIFARRAHMAN / MUHAMMAD MUFID APRIANTO
true,,true,,2021-01-04 08:40:46 +0700 +07,true,e69699e10ccc7f05948f12c67712b9e0,student,TEKNIK ELEKTRO,TEKNIK ELEKTRO,true,true,true,2. MOH. IRSAD / FIKRI ROLLY GUNAWAN,02. ROMY YANSYAH,1. FAURIZAL ABID ARDITYA / AHMAD FAUZAN,
true,,true,,2021-01-04 08:40:50 +0700 +07,true,331f5dbe11b1db423c365cf63a65f662,student,TEKNIK ELEKTRO,TEKNIK ELEKTRO,true,true,true,2. MOH. IRSAD / FIKRI ROLLY GUNAWAN,06. ARGA KIEN DWIJANA,1. FAURIZAL ABID ARDITYA / AHMAD FAUZAN,
true,,true,,2021-01-04 08:40:50 +0700 +07,true,b07a8a470fcaa0ebec22a360d2ce9a46,student,TEKNIK INDUSTRI,TEKNIK INDUSTRI,true,true,true,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,14. ELVA DEWI LESTARI,,1. M. FAHRI SYAIFARRAHMAN / MUHAMMAD MUFID APRIANTO
true,,true,,2021-01-04 08:40:51 +0700 +07,true,fc3aaa8276b52aa208fffaa30773a653,student,TEKNIK MEKATRONIKA,TEKNIK MEKATRONIKA,true,true,,2. MOH. IRSAD / FIKRI ROLLY GUNAWAN,17. LILIK MAULIDA KHASANAH,,
true,,true,,2021-01-04 08:40:51 +0700 +07,true,2f329ca2ee5686188985eeec4e4505cf,student,SISTEM INFORMASI,SISTEM INFORMASI,true,true,,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,05. UFIATUN NAFISAH,,
true,,true,,2021-01-04 08:40:53 +0700 +07,true,074a64aedb264c5a909e525b08c0a5ec,student,TEKNIK INDUSTRI,TEKNIK INDUSTRI,true,true,true,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,11. YUSUF AL FARIZI,,2. NICKYO PUTRA ARBAATA / FATHUR RAHMAN IRVANSYAH
true,,true,,2021-01-04 08:40:53 +0700 +07,true,bd52016f207b2d7d268accedfe5e9f8a,student,TEKNIK ELEKTRO,TEKNIK ELEKTRO,true,true,true,2. MOH. IRSAD / FIKRI ROLLY GUNAWAN,03. RIPANDI,1. FAURIZAL ABID ARDITYA / AHMAD FAUZAN,
true,,true,,2021-01-04 08:40:53 +0700 +07,true,5d3732ea954ee64f64a180e7e3568756,student,TEKNIK MESIN,TEKNIK MESIN,true,true,,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,11. YUSUF AL FARIZI,,
true,,true,,2021-01-04 08:40:56 +0700 +07,true,892c55f1e3deba90663b5ed6d8c0f446,student,TEKNIK ELEKTRO,TEKNIK ELEKTRO,true,true,true,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,14. ELVA DEWI LESTARI,2. MOCH. IFAN JULIYANTO / ERIK DWI CAHYONO,
true,,true,,2021-01-04 08:40:57 +0700 +07,true,0e4f1c45d5fa9c5eea7e8985b16f2b05,student,TEKNIK INDUSTRI,TEKNIK INDUSTRI,true,true,true,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,11. YUSUF AL FARIZI,,2. NICKYO PUTRA ARBAATA / FATHUR RAHMAN IRVANSYAH
true,,true,,2021-01-04 08:41:03 +0700 +07,true,67f3d147909578623dc9459aeec15cc2,student,SISTEM INFORMASI,SISTEM INFORMASI,true,true,,2. MOH. IRSAD / FIKRI ROLLY GUNAWAN,02. ROMY YANSYAH,,
true,,true,,2021-01-04 08:41:04 +0700 +07,true,21ddf41b3807aa19aaa7b793786dfdbd,student,TEKNIK INDUSTRI,TEKNIK INDUSTRI,true,true,true,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,11. YUSUF AL FARIZI,,1. M. FAHRI SYAIFARRAHMAN / MUHAMMAD MUFID APRIANTO
true,,true,,2021-01-04 08:41:07 +0700 +07,true,a95f7d2429c803d458b99dfdc4c4cb15,student,TEKNIK MESIN,TEKNIK MESIN,true,true,,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,11. YUSUF AL FARIZI,,
true,,true,,2021-01-04 08:41:08 +0700 +07,true,34552652e74d06bfcd4597bc53cbe5ca,student,SISTEM INFORMASI,SISTEM INFORMASI,true,true,,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,02. ROMY YANSYAH,,
true,,true,,2021-01-04 08:41:09 +0700 +07,true,119a22c4239e272f24ebc1f83704998d,student,TEKNIK INDUSTRI,TEKNIK INDUSTRI,true,true,true,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,13. DANY WIDIYANTO,,1. M. FAHRI SYAIFARRAHMAN / MUHAMMAD MUFID APRIANTO
true,,true,,2021-01-04 08:41:10 +0700 +07,true,8e2e36f099754e34653864dc269a68fd,student,TEKNIK INDUSTRI,TEKNIK INDUSTRI,true,true,true,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,04. KHARISMA HILMY DWI IFANGGA,,1. M. FAHRI SYAIFARRAHMAN / MUHAMMAD MUFID APRIANTO
true,,true,,2021-01-04 08:41:11 +0700 +07,true,543bb6afaf822441e1113c35f7b466be,student,SISTEM INFORMASI,SISTEM INFORMASI,true,true,,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,11. YUSUF AL FARIZI,,
true,,true,,2021-01-04 08:41:14 +0700 +07,true,8f44b4798f6e13c5e671d48980567d9b,student,TEKNIK INFORMATIKA,TEKNIK INFORMATIKA,true,true,,2. MOH. IRSAD / FIKRI ROLLY GUNAWAN,01. ROBIATUL ADAWIYAH,,
true,,true,,2021-01-04 08:41:17 +0700 +07,true,e2a34ff97f5d8694d3baf8ffe75e354f,student,TEKNIK MESIN,TEKNIK MESIN,true,true,,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,11. YUSUF AL FARIZI,,
true,,true,,2021-01-04 08:41:18 +0700 +07,true,7651437816a374cebd2c9e4ad02c2001,student,TEKNIK INFORMATIKA,TEKNIK INFORMATIKA,true,true,,2. MOH. IRSAD / FIKRI ROLLY GUNAWAN,01. ROBIATUL ADAWIYAH,,
true,,true,,2021-01-04 08:41:21 +0700 +07,true,89b5eeaa8e084b48cc8258fb708fa286,student,TEKNIK INDUSTRI,TEKNIK INDUSTRI,true,true,true,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,04. KHARISMA HILMY DWI IFANGGA,,2. NICKYO PUTRA ARBAATA / FATHUR RAHMAN IRVANSYAH
true,,true,,2021-01-04 08:41:22 +0700 +07,true,d23015fd47c036677eb3a5d3fc997d6f,student,TEKNIK INDUSTRI,TEKNIK INDUSTRI,true,true,true,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,04. KHARISMA HILMY DWI IFANGGA,,1. M. FAHRI SYAIFARRAHMAN / MUHAMMAD MUFID APRIANTO
true,,true,,2021-01-04 08:41:29 +0700 +07,true,048fedcaef68f08ea1c1b172ffbcbdbe,student,TEKNIK INDUSTRI,TEKNIK INDUSTRI,true,true,true,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,11. YUSUF AL FARIZI,,1. M. FAHRI SYAIFARRAHMAN / MUHAMMAD MUFID APRIANTO
true,,true,,2021-01-04 08:41:31 +0700 +07,true,06fe4bbe46d0b7bd475c90e951862c2f,student,TEKNIK INDUSTRI,TEKNIK INDUSTRI,true,true,true,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,11. YUSUF AL FARIZI,,2. NICKYO PUTRA ARBAATA / FATHUR RAHMAN IRVANSYAH
true,,true,,2021-01-04 08:41:38 +0700 +07,true,efd0bfca3fb39706793c8332bc302574,student,SISTEM INFORMASI,SISTEM INFORMASI,true,true,,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,08. IRFAN ZUHDA JOEHDANTO ASLAM,,
true,,true,,2021-01-04 08:41:38 +0700 +07,true,dcbdc70db39b421c571a16ef0101c577,student,SISTEM INFORMASI,SISTEM INFORMASI,true,true,,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,07. EVIANA RAMADHANI SUGIARTO,,
true,,true,,2021-01-04 08:41:42 +0700 +07,true,27c4b77eec1fdfb3ef6fe9d407602e6a,student,TEKNIK INDUSTRI,TEKNIK INDUSTRI,true,true,true,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,09. MOHAMMAD DIMAS AGUNG DWIRYA,,1. M. FAHRI SYAIFARRAHMAN / MUHAMMAD MUFID APRIANTO
true,,true,,2021-01-04 08:41:46 +0700 +07,true,2b75d74340a5a4027cc301f38def90ba,student,TEKNIK INDUSTRI,TEKNIK INDUSTRI,true,true,true,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,07. EVIANA RAMADHANI SUGIARTO,,1. M. FAHRI SYAIFARRAHMAN / MUHAMMAD MUFID APRIANTO
true,,true,,2021-01-04 08:41:51 +0700 +07,true,ee90bcd73632d0ffdffadde96ac9d802,student,SISTEM INFORMASI,SISTEM INFORMASI,true,true,,2. MOH. IRSAD / FIKRI ROLLY GUNAWAN,08. IRFAN ZUHDA JOEHDANTO ASLAM,,
true,,true,,2021-01-04 08:41:53 +0700 +07,true,81add98199a913ed4dcfd710c0020752,student,TEKNIK INDUSTRI,TEKNIK INDUSTRI,true,true,true,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,11. YUSUF AL FARIZI,,1. M. FAHRI SYAIFARRAHMAN / MUHAMMAD MUFID APRIANTO
true,,true,,2021-01-04 08:41:59 +0700 +07,true,4eb6b5a2aed89ca9f48040d9dbc4f9cf,student,TEKNIK INDUSTRI,TEKNIK INDUSTRI,true,true,true,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,11. YUSUF AL FARIZI,,1. M. FAHRI SYAIFARRAHMAN / MUHAMMAD MUFID APRIANTO
true,,true,,2021-01-04 08:42:01 +0700 +07,true,e532427a8185800dfb2e6aadb32b1757,student,SISTEM INFORMASI,SISTEM INFORMASI,true,true,,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,07. EVIANA RAMADHANI SUGIARTO,,
true,,true,,2021-01-04 08:42:03 +0700 +07,true,fdbc7a1b94567d47b2f912070edc7642,student,TEKNIK MESIN,TEKNIK MESIN,true,true,,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,11. YUSUF AL FARIZI,,
true,,true,,2021-01-04 08:42:07 +0700 +07,true,0c6063789ff499ebe63e0cd23f752393,student,TEKNIK MEKATRONIKA,TEKNIK MEKATRONIKA,true,true,,2. MOH. IRSAD / FIKRI ROLLY GUNAWAN,01. ROBIATUL ADAWIYAH,,
true,,true,,2021-01-04 08:42:08 +0700 +07,true,2bea0b68fb1dc51239e137f37936b5ab,student,TEKNIK INDUSTRI,TEKNIK INDUSTRI,true,true,true,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,14. ELVA DEWI LESTARI,,2. NICKYO PUTRA ARBAATA / FATHUR RAHMAN IRVANSYAH
true,,true,,2021-01-04 08:42:09 +0700 +07,true,09509a96a3feecee8d6418f0349b5c15,student,TEKNIK INFORMATIKA,TEKNIK INFORMATIKA,true,true,,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,17. LILIK MAULIDA KHASANAH,,
true,,true,,2021-01-04 08:42:13 +0700 +07,true,d18f1ba3319d60024e4b1cb3c0c2a546,student,TEKNIK INDUSTRI,TEKNIK INDUSTRI,true,true,true,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,13. DANY WIDIYANTO,,1. M. FAHRI SYAIFARRAHMAN / MUHAMMAD MUFID APRIANTO
true,,true,,2021-01-04 08:42:14 +0700 +07,true,416ee27e9c2131a7b8c60ea5d07bed64,student,TEKNIK INDUSTRI,TEKNIK INDUSTRI,true,true,true,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,10. MOHAMMAD DAMANHURI,,1. M. FAHRI SYAIFARRAHMAN / MUHAMMAD MUFID APRIANTO
