suara_non_dapil_sah,alasan_suara_non_dapil_tidak_sah,suara_dapil_sah,alasan_suara_dapil_tidak_sah,waktu,dalam_waktu_pemungutan,nim_email_hashed,jenis_email,input_dapil,dapil_tercatat,terdaftar,dapil_benar,dapil_sesuai,pilihan_gubernur,pilihan_dpm,pilihan_himatro,pilihan_hmti
true,,true,,2021-01-04 08:34:59 +0700 +07,true,afb75071b31ac61d3bb89517f1075d76,student,TEKNIK ELEKTRO,TEKNIK ELEKTRO,true,true,true,2. MOH. IRSAD / FIKRI ROLLY GUNAWAN,03. RIPANDI,1. FAURIZAL ABID ARDITYA / AHMAD FAUZAN,
true,,true,,2021-01-04 08:35:03 +0700 +07,true,e7a749f8bf9633f427dec46e424cebdf,student,TEKNIK INFORMATIKA,TEKNIK INFORMATIKA,true,true,,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,01. ROBIATUL ADAWIYAH,,
true,,true,,2021-01-04 08:35:04 +0700 +07,true,a6bf8f071608564dfedbd05965c90aaf,student,SISTEM INFORMASI,SISTEM INFORMASI,true,true,,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,08. IRFAN ZUHDA JOEHDANTO ASLAM,,
true,,true,,2021-01-04 08:35:10 +0700 +07,true,871f6ec9658236191927fc94ab5f6a4b,student,TEKNIK INDUSTRI,TEKNIK INDUSTRI,true,true,true,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,11. YUSUF AL FARIZI,,1. M. FAHRI SYAIFARRAHMAN / MUHAMMAD MUFID APRIANTO
true,,true,,2021-01-04 08:35:10 +0700 +07,true,50430577f454b7c396ac25a6b94b6e12,student,TEKNIK INDUSTRI,TEKNIK INDUSTRI,true,true,true,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,11. YUSUF AL FARIZI,,2. NICKYO PUTRA ARBAATA / FATHUR RAHMAN IRVANSYAH
true,,true,,2021-01-04 08:35:13 +0700 +07,true,19bcaa412277d664010930f9cd324aae,student,TEKNIK INDUSTRI,TEKNIK INDUSTRI,true,true,true,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,04. KHARISMA HILMY DWI IFANGGA,,2. NICKYO PUTRA ARBAATA / FATHUR RAHMAN IRVANSYAH
true,,true,,2021-01-04 08:35:14 +0700 +07,true,b0be251f523427dfb9a03f2df5314912,student,TEKNIK INDUSTRI,TEKNIK INDUSTRI,true,true,true,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,08. IRFAN ZUHDA JOEHDANTO ASLAM,,1. M. FAHRI SYAIFARRAHMAN / MUHAMMAD MUFID APRIANTO
true,,true,,2021-01-04 08:35:14 +0700 +07,true,dad90e4dfbd0975c2747447040155f40,student,SISTEM INFORMASI,SISTEM INFORMASI,true,true,,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,11. YUSUF AL FARIZI,,
true,,true,,2021-01-04 08:35:15 +0700 +07,true,696c87a319ab1d97208002444093f27e,student,TEKNIK ELEKTRO,TEKNIK ELEKTRO,true,true,true,2. MOH. IRSAD / FIKRI ROLLY GUNAWAN,03. RIPANDI,1. FAURIZAL ABID ARDITYA / AHMAD FAUZAN,
true,,true,,2021-01-04 08:35:22 +0700 +07,true,fb19a3be797b74a2cd1e108eb1223dd5,student,TEKNIK MEKATRONIKA,TEKNIK MEKATRONIKA,true,true,,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,11. YUSUF AL FARIZI,,
true,,true,,2021-01-04 08:35:23 +0700 +07,true,bbbe750158c904949183e71d520610e0,student,TEKNIK INDUSTRI,TEKNIK INDUSTRI,true,true,true,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,04. KHARISMA HILMY DWI IFANGGA,,1. M. FAHRI SYAIFARRAHMAN / MUHAMMAD MUFID APRIANTO
true,,true,,2021-01-04 08:35:23 +0700 +07,true,071a7b2e1891eff6e4c419fbc24e4d33,student,TEKNIK INDUSTRI,TEKNIK INDUSTRI,true,true,true,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,11. YUSUF AL FARIZI,,2. NICKYO PUTRA ARBAATA / FATHUR RAHMAN IRVANSYAH
true,,true,,2021-01-04 08:35:23 +0700 +07,true,1eac24381a6a33619bacf44f991b23b8,student,SISTEM INFORMASI,SISTEM INFORMASI,true,true,,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,11. YUSUF AL FARIZI,,
true,,true,,2021-01-04 08:35:24 +0700 +07,true,0281ebec275bd4bb8bc1330eca40dfe1,student,TEKNIK INDUSTRI,TEKNIK INDUSTRI,true,true,true,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,11. YUSUF AL FARIZI,,1. M. FAHRI SYAIFARRAHMAN / MUHAMMAD MUFID APRIANTO
true,,true,,2021-01-04 08:35:27 +0700 +07,true,760910d1154bcb53b0d215aeef136fd2,student,TEKNIK INDUSTRI,TEKNIK INDUSTRI,true,true,true,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,11. YUSUF AL FARIZI,,1. M. FAHRI SYAIFARRAHMAN / MUHAMMAD MUFID APRIANTO
true,,true,,2021-01-04 08:35:30 +0700 +07,true,58f592aca309b29a1bed104c4a19de10,student,SISTEM INFORMASI,SISTEM INFORMASI,true,true,,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,01. ROBIATUL ADAWIYAH,,
true,,true,,2021-01-04 08:35:31 +0700 +07,true,43020c02386915813143f9485334b001,student,TEKNIK INDUSTRI,TEKNIK INDUSTRI,true,true,true,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,04. KHARISMA HILMY DWI IFANGGA,,1. M. FAHRI SYAIFARRAHMAN / MUHAMMAD MUFID APRIANTO
true,,true,,2021-01-04 08:35:32 +0700 +07,true,b763e79cd8f8679f03e2eb2091a7fb65,student,TEKNIK INDUSTRI,TEKNIK INDUSTRI,true,true,true,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,11. YUSUF AL FARIZI,,1. M. FAHRI SYAIFARRAHMAN / MUHAMMAD MUFID APRIANTO
true,,true,,2021-01-04 08:35:34 +0700 +07,true,fff668d279662200f4cf608ad42bc0d6,student,TEKNIK INFORMATIKA,TEKNIK INFORMATIKA,true,true,,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,13. DANY WIDIYANTO,,
true,,true,,2021-01-04 08:35:37 +0700 +07,true,7cea56345f1d482d38d4d02294ffa31b,student,SISTEM INFORMASI,SISTEM INFORMASI,true,true,,2. MOH. IRSAD / FIKRI ROLLY GUNAWAN,15. MOH. TAMIM ANSORI,,
true,,true,,2021-01-04 08:35:37 +0700 +07,true,a8df86ed748a5505ba90738d6dde4a47,student,TEKNIK INDUSTRI,TEKNIK INDUSTRI,true,true,true,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,11. YUSUF AL FARIZI,,2. NICKYO PUTRA ARBAATA / FATHUR RAHMAN IRVANSYAH
true,,true,,2021-01-04 08:35:44 +0700 +07,true,e3fcb6377f7b1600d3d9076c874fa29c,student,TEKNIK INDUSTRI,TEKNIK INDUSTRI,true,true,true,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,11. YUSUF AL FARIZI,,1. M. FAHRI SYAIFARRAHMAN / MUHAMMAD MUFID APRIANTO
true,,true,,2021-01-04 08:35:47 +0700 +07,true,c12879fec7b376c4f1d052a3a3f72903,student,TEKNIK ELEKTRO,TEKNIK ELEKTRO,true,true,true,2. MOH. IRSAD / FIKRI ROLLY GUNAWAN,03. RIPANDI,1. FAURIZAL ABID ARDITYA / AHMAD FAUZAN,
true,,true,,2021-01-04 08:35:48 +0700 +07,true,0c23b14a1762d126bbb216fb9efed93f,student,TEKNIK ELEKTRO,TEKNIK ELEKTRO,true,true,true,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,01. ROBIATUL ADAWIYAH,2. MOCH. IFAN JULIYANTO / ERIK DWI CAHYONO,
true,,true,,2021-01-04 08:35:49 +0700 +07,true,217fdddc4c464eb9069092cb550bb2b7,student,TEKNIK INDUSTRI,TEKNIK INDUSTRI,true,true,true,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,11. YUSUF AL FARIZI,,1. M. FAHRI SYAIFARRAHMAN / MUHAMMAD MUFID APRIANTO
true,,true,,2021-01-04 08:35:50 +0700 +07,true,bdf3a2f64eb014ee4476fab9c891aec2,student,TEKNIK INDUSTRI,TEKNIK INDUSTRI,true,true,true,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,11. YUSUF AL FARIZI,,1. M. FAHRI SYAIFARRAHMAN / MUHAMMAD MUFID APRIANTO
true,,true,,2021-01-04 08:35:53 +0700 +07,true,0a6fc153b8b6004b15f14ef6640cb82b,student,TEKNIK INFORMATIKA,TEKNIK INFORMATIKA,true,true,,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,01. ROBIATUL ADAWIYAH,,
true,,true,,2021-01-04 08:35:53 +0700 +07,true,2e3357419db9e05c0fbd12ceaed97a73,student,SISTEM INFORMASI,SISTEM INFORMASI,true,true,,2. MOH. IRSAD / FIKRI ROLLY GUNAWAN,02. ROMY YANSYAH,,
true,,true,,2021-01-04 08:35:54 +0700 +07,true,62f06926c0fe48b14f088bf867f6aa6f,student,TEKNIK INFORMATIKA,TEKNIK INFORMATIKA,true,true,,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,07. EVIANA RAMADHANI SUGIARTO,,
true,,true,,2021-01-04 08:35:54 +0700 +07,true,ceb79e44fce3e51dc9c6f1e3424f2473,student,TEKNIK INDUSTRI,TEKNIK INDUSTRI,true,true,true,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,11. YUSUF AL FARIZI,,1. M. FAHRI SYAIFARRAHMAN / MUHAMMAD MUFID APRIANTO
true,,true,,2021-01-04 08:35:54 +0700 +07,true,db8cf96e5fd251d0f9ff261058b8c9b6,student,TEKNIK INDUSTRI,TEKNIK INDUSTRI,true,true,true,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,11. YUSUF AL FARIZI,,1. M. FAHRI SYAIFARRAHMAN / MUHAMMAD MUFID APRIANTO
true,,true,,2021-01-04 08:35:55 +0700 +07,true,60e8ec9e6c8d2998dbebaea6c4c18886,student,TEKNIK MESIN,TEKNIK MESIN,true,true,,2. MOH. IRSAD / FIKRI ROLLY GUNAWAN,07. EVIANA RAMADHANI SUGIARTO,,
true,,true,,2021-01-04 08:35:56 +0700 +07,true,0c4dab0a5a3db4865f53e9df8463227e,student,TEKNIK INDUSTRI,TEKNIK INDUSTRI,true,true,true,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,11. YUSUF AL FARIZI,,1. M. FAHRI SYAIFARRAHMAN / MUHAMMAD MUFID APRIANTO
true,,true,,2021-01-04 08:35:56 +0700 +07,true,20fef53b691e986c268406a387b3e76b,student,TEKNIK MESIN,TEKNIK MESIN,true,true,,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,09. MOHAMMAD DIMAS AGUNG DWIRYA,,
true,,true,,2021-01-04 08:35:57 +0700 +07,true,5a9c5e8b71a51e280e882d848961d358,student,TEKNIK INFORMATIKA,TEKNIK INFORMATIKA,true,true,,2. MOH. IRSAD / FIKRI ROLLY GUNAWAN,01. ROBIATUL ADAWIYAH,,
true,,true,,2021-01-04 08:35:58 +0700 +07,true,63f54aa64cc95e950dd384f7312e60f1,student,TEKNIK ELEKTRO,TEKNIK ELEKTRO,true,true,true,2. MOH. IRSAD / FIKRI ROLLY GUNAWAN,03. RIPANDI,1. FAURIZAL ABID ARDITYA / AHMAD FAUZAN,
true,,true,,2021-01-04 08:35:59 +0700 +07,true,ef602283e95982f82e4fb074fe79c132,student,TEKNIK INDUSTRI,TEKNIK INDUSTRI,true,true,true,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,11. YUSUF AL FARIZI,,2. NICKYO PUTRA ARBAATA / FATHUR RAHMAN IRVANSYAH
true,,true,,2021-01-04 08:35:59 +0700 +07,true,c500ad8808984eba153773d1e6ba2fff,student,TEKNIK INDUSTRI,TEKNIK INDUSTRI,true,true,true,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,11. YUSUF AL FARIZI,,1. M. FAHRI SYAIFARRAHMAN / MUHAMMAD MUFID APRIANTO
true,,true,,2021-01-04 08:36:01 +0700 +07,true,9b74e1b4ecda56e81286de6d1f382717,student,TEKNIK INDUSTRI,TEKNIK INDUSTRI,true,true,true,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,11. YUSUF AL FARIZI,,1. M. FAHRI SYAIFARRAHMAN / MUHAMMAD MUFID APRIANTO
true,,true,,2021-01-04 08:36:01 +0700 +07,true,e4493f33a5a71884c91ec06281aecae4,student,TEKNIK INDUSTRI,TEKNIK INDUSTRI,true,true,true,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,11. YUSUF AL FARIZI,,2. NICKYO PUTRA ARBAATA / FATHUR RAHMAN IRVANSYAH
true,,true,,2021-01-04 08:36:02 +0700 +07,true,a8abb7348bab73edc7c556c75511fa03,student,TEKNIK INFORMATIKA,TEKNIK INFORMATIKA,true,true,,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,07. EVIANA RAMADHANI SUGIARTO,,
true,,true,,2021-01-04 08:36:05 +0700 +07,true,c99b4ad8919aa75494fdb713d3f177fb,student,TEKNIK INDUSTRI,TEKNIK INDUSTRI,true,true,true,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,11. YUSUF AL FARIZI,,1. M. FAHRI SYAIFARRAHMAN / MUHAMMAD MUFID APRIANTO
true,,true,,2021-01-04 08:36:09 +0700 +07,true,3f2f61cd4358584ab94718023679eb6a,student,TEKNIK INDUSTRI,TEKNIK INDUSTRI,true,true,true,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,11. YUSUF AL FARIZI,,1. M. FAHRI SYAIFARRAHMAN / MUHAMMAD MUFID APRIANTO
true,,true,,2021-01-04 08:36:10 +0700 +07,true,c19653d81ceab904711536c08d000211,student,TEKNIK MEKATRONIKA,TEKNIK MEKATRONIKA,true,true,,2. MOH. IRSAD / FIKRI ROLLY GUNAWAN,17. LILIK MAULIDA KHASANAH,,
true,,true,,2021-01-04 08:36:10 +0700 +07,true,7585c01e71bb390dbafc8d305d84a157,student,TEKNIK INDUSTRI,TEKNIK INDUSTRI,true,true,true,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,11. YUSUF AL FARIZI,,1. M. FAHRI SYAIFARRAHMAN / MUHAMMAD MUFID APRIANTO
true,,true,,2021-01-04 08:36:18 +0700 +07,true,a5f710b6eb196ad2c2fa196816a99bdf,student,TEKNIK INDUSTRI,TEKNIK INDUSTRI,true,true,true,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,11. YUSUF AL FARIZI,,1. M. FAHRI SYAIFARRAHMAN / MUHAMMAD MUFID APRIANTO
true,,true,,2021-01-04 08:36:21 +0700 +07,true,a360f3e007454b5df2aebbe42981a4c0,student,TEKNIK INDUSTRI,TEKNIK INDUSTRI,true,true,true,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,11. YUSUF AL FARIZI,,1. M. FAHRI SYAIFARRAHMAN / MUHAMMAD MUFID APRIANTO
true,,true,,2021-01-04 08:36:26 +0700 +07,true,b4220159a0422eb30a7efc14ab847274,student,TEKNIK MEKATRONIKA,TEKNIK MEKATRONIKA,true,true,,2. MOH. IRSAD / FIKRI ROLLY GUNAWAN,19. SAMHAJI,,
true,,true,,2021-01-04 08:36:26 +0700 +07,true,39ae62b2e5e60fe673fd23b6499ec79b,student,TEKNIK INDUSTRI,TEKNIK INDUSTRI,true,true,true,2. MOH. IRSAD / FIKRI ROLLY GUNAWAN,14. ELVA DEWI LESTARI,,1. M. FAHRI SYAIFARRAHMAN / MUHAMMAD MUFID APRIANTO
true,,true,,2021-01-04 08:36:27 +0700 +07,true,c7c314d44ee1a95782013e518a4f6cb7,student,TEKNIK ELEKTRO,TEKNIK ELEKTRO,true,true,true,2. MOH. IRSAD / FIKRI ROLLY GUNAWAN,14. ELVA DEWI LESTARI,1. FAURIZAL ABID ARDITYA / AHMAD FAUZAN,
true,,true,,2021-01-04 08:36:28 +0700 +07,true,a36d242ea8ef39ba3c5757d622e30484,student,TEKNIK INDUSTRI,TEKNIK INDUSTRI,true,true,true,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,15. MOH. TAMIM ANSORI,,1. M. FAHRI SYAIFARRAHMAN / MUHAMMAD MUFID APRIANTO
true,,true,,2021-01-04 08:36:28 +0700 +07,true,1f47347bab71d1df605a907cbc926ad4,student,TEKNIK INDUSTRI,TEKNIK INDUSTRI,true,true,true,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,11. YUSUF AL FARIZI,,1. M. FAHRI SYAIFARRAHMAN / MUHAMMAD MUFID APRIANTO
true,,true,,2021-01-04 08:36:30 +0700 +07,true,60b37e9558da28b977588b815bca457b,student,TEKNIK MESIN,TEKNIK MESIN,true,true,,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,09. MOHAMMAD DIMAS AGUNG DWIRYA,,
true,,true,,2021-01-04 08:36:37 +0700 +07,true,974efe25f6c8c9d2fc3e6061235f1f2d,student,SISTEM INFORMASI,SISTEM INFORMASI,true,true,,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,11. YUSUF AL FARIZI,,
true,,true,,2021-01-04 08:36:41 +0700 +07,true,17d685eea90b24c032304e74ad4845bf,student,TEKNIK INDUSTRI,TEKNIK INDUSTRI,true,true,true,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,11. YUSUF AL FARIZI,,1. M. FAHRI SYAIFARRAHMAN / MUHAMMAD MUFID APRIANTO
true,,true,,2021-01-04 08:36:41 +0700 +07,true,569c4ba51eac3d33fed12a3fe3dc9f9f,student,TEKNIK INDUSTRI,TEKNIK INDUSTRI,true,true,true,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,11. YUSUF AL FARIZI,,1. M. FAHRI SYAIFARRAHMAN / MUHAMMAD MUFID APRIANTO
true,,true,,2021-01-04 08:36:42 +0700 +07,true,b8a87cda4b88530f4f40b165fdf5d23d,student,TEKNIK INDUSTRI,TEKNIK INDUSTRI,true,true,true,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,11. YUSUF AL FARIZI,,1. M. FAHRI SYAIFARRAHMAN / MUHAMMAD MUFID APRIANTO
true,,true,,2021-01-04 08:36:42 +0700 +07,true,33fac023cf218fb1634679ff9d694612,student,TEKNIK ELEKTRO,TEKNIK ELEKTRO,true,true,true,2. MOH. IRSAD / FIKRI ROLLY GUNAWAN,01. ROBIATUL ADAWIYAH,1. FAURIZAL ABID ARDITYA / AHMAD FAUZAN,
true,,true,,2021-01-04 08:36:43 +0700 +07,true,142b72467671143daec467f6d3d327f5,student,TEKNIK INDUSTRI,TEKNIK INDUSTRI,true,true,true,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,11. YUSUF AL FARIZI,,1. M. FAHRI SYAIFARRAHMAN / MUHAMMAD MUFID APRIANTO
true,,true,,2021-01-04 08:36:45 +0700 +07,true,ed4b69b5b1818899d6fe8480394e5066,student,TEKNIK INDUSTRI,TEKNIK INDUSTRI,true,true,true,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,11. YUSUF AL FARIZI,,1. M. FAHRI SYAIFARRAHMAN / MUHAMMAD MUFID APRIANTO
true,,true,,2021-01-04 08:36:46 +0700 +07,true,c0ee99bfdab3103e83a0d51079cc72cc,student,TEKNIK INFORMATIKA,TEKNIK INFORMATIKA,true,true,,2. MOH. IRSAD / FIKRI ROLLY GUNAWAN,01. ROBIATUL ADAWIYAH,,
true,,true,,2021-01-04 08:36:47 +0700 +07,true,cccd8dc046411bf04cbf10e2e8f11c5b,student,TEKNIK ELEKTRO,TEKNIK ELEKTRO,true,true,true,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,07. EVIANA RAMADHANI SUGIARTO,2. MOCH. IFAN JULIYANTO / ERIK DWI CAHYONO,
true,,true,,2021-01-04 08:36:48 +0700 +07,true,18c6d88cd35390345f52039ba72f0697,student,TEKNIK INDUSTRI,TEKNIK INDUSTRI,true,true,true,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,11. YUSUF AL FARIZI,,1. M. FAHRI SYAIFARRAHMAN / MUHAMMAD MUFID APRIANTO
true,,true,,2021-01-04 08:36:55 +0700 +07,true,b42a0bc39155fed4d8bcc846babf6c03,student,TEKNIK INFORMATIKA,TEKNIK INFORMATIKA,true,true,,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,11. YUSUF AL FARIZI,,
true,,true,,2021-01-04 08:36:58 +0700 +07,true,1ded54558fe0920b8c54c0a023b87d82,student,TEKNIK INDUSTRI,TEKNIK INDUSTRI,true,true,true,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,19. SAMHAJI,,1. M. FAHRI SYAIFARRAHMAN / MUHAMMAD MUFID APRIANTO
true,,true,,2021-01-04 08:36:59 +0700 +07,true,61b9507be08a074172e50df92300ea55,student,TEKNIK INDUSTRI,TEKNIK INDUSTRI,true,true,true,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,04. KHARISMA HILMY DWI IFANGGA,,1. M. FAHRI SYAIFARRAHMAN / MUHAMMAD MUFID APRIANTO
true,,true,,2021-01-04 08:37:00 +0700 +07,true,749772aaa5a095f93c380ebba3b46c49,student,TEKNIK INDUSTRI,TEKNIK INDUSTRI,true,true,true,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,11. YUSUF AL FARIZI,,1. M. FAHRI SYAIFARRAHMAN / MUHAMMAD MUFID APRIANTO
true,,true,,2021-01-04 08:37:02 +0700 +07,true,4796e36849dbb11d554020c5542868a9,student,TEKNIK INDUSTRI,TEKNIK INDUSTRI,true,true,true,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,11. YUSUF AL FARIZI,,1. M. FAHRI SYAIFARRAHMAN / MUHAMMAD MUFID APRIANTO
true,,true,,2021-01-04 08:37:02 +0700 +07,true,ee15d4855b48242fdfdc9bebaa8c47d0,student,TEKNIK INDUSTRI,TEKNIK INDUSTRI,true,true,true,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,11. YUSUF AL FARIZI,,1. M. FAHRI SYAIFARRAHMAN / MUHAMMAD MUFID APRIANTO
true,,true,,2021-01-04 08:37:09 +0700 +07,true,d51d03e7658cab419f06dc7e856651bf,student,TEKNIK INDUSTRI,TEKNIK INDUSTRI,true,true,true,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,11. YUSUF AL FARIZI,,1. M. FAHRI SYAIFARRAHMAN / MUHAMMAD MUFID APRIANTO
true,,true,,2021-01-04 08:37:09 +0700 +07,true,5901a2f6b47332b5029349ff6e14c6c2,student,TEKNIK INDUSTRI,TEKNIK INDUSTRI,true,true,true,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,11. YUSUF AL FARIZI,,1. M. FAHRI SYAIFARRAHMAN / MUHAMMAD MUFID APRIANTO
true,,true,,2021-01-04 08:37:16 +0700 +07,true,6f67e2bbb99581889c4e5724b08ec2b7,student,TEKNIK INDUSTRI,TEKNIK INDUSTRI,true,true,true,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,11. YUSUF AL FARIZI,,1. M. FAHRI SYAIFARRAHMAN / MUHAMMAD MUFID APRIANTO
true,,true,,2021-01-04 08:37:27 +0700 +07,true,a2601996216299f2f824f6646c3ae303,student,TEKNIK INDUSTRI,TEKNIK INDUSTRI,true,true,true,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,11. YUSUF AL FARIZI,,1. M. FAHRI SYAIFARRAHMAN / MUHAMMAD MUFID APRIANTO
true,,true,,2021-01-04 08:37:34 +0700 +07,true,d93c1d46ab1e05e25d11f85c53616b8f,student,TEKNIK INDUSTRI,TEKNIK INDUSTRI,true,true,true,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,11. YUSUF AL FARIZI,,1. M. FAHRI SYAIFARRAHMAN / MUHAMMAD MUFID APRIANTO
true,,true,,2021-01-04 08:37:34 +0700 +07,true,0f32df67d84b51f4211a611dc03343cf,student,SISTEM INFORMASI,SISTEM INFORMASI,true,true,,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,08. IRFAN ZUHDA JOEHDANTO ASLAM,,
true,,true,,2021-01-04 08:37:35 +0700 +07,true,83d1a4812ffe524dae5e0020b673d2b2,student,TEKNIK INFORMATIKA,TEKNIK INFORMATIKA,true,true,,2. MOH. IRSAD / FIKRI ROLLY GUNAWAN,07. EVIANA RAMADHANI SUGIARTO,,
true,,true,,2021-01-04 08:37:36 +0700 +07,true,f253a915e33724ecb3186f00e800193f,student,TEKNIK MEKATRONIKA,TEKNIK MEKATRONIKA,true,true,,2. MOH. IRSAD / FIKRI ROLLY GUNAWAN,17. LILIK MAULIDA KHASANAH,,
true,,true,,2021-01-04 08:37:36 +0700 +07,true,c11dafa0702348652d9238b0a63b99d0,student,TEKNIK INFORMATIKA,TEKNIK INFORMATIKA,true,true,,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,18. SANTI EKA ALVIONITA,,
true,,true,,2021-01-04 08:37:41 +0700 +07,true,59309ebf80a369b6a7807c9dba6d2bfa,student,TEKNIK ELEKTRO,TEKNIK ELEKTRO,true,true,true,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,04. KHARISMA HILMY DWI IFANGGA,2. MOCH. IFAN JULIYANTO / ERIK DWI CAHYONO,
true,,true,,2021-01-04 08:37:47 +0700 +07,true,0a2b5bc1624048069a6a5b0b86209a97,student,TEKNIK INDUSTRI,TEKNIK INDUSTRI,true,true,true,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,11. YUSUF AL FARIZI,,1. M. FAHRI SYAIFARRAHMAN / MUHAMMAD MUFID APRIANTO
true,,true,,2021-01-04 08:37:48 +0700 +07,true,c6193f454dc88423011fe6a568057021,student,TEKNIK INDUSTRI,TEKNIK INDUSTRI,true,true,true,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,17. LILIK MAULIDA KHASANAH,,2. NICKYO PUTRA ARBAATA / FATHUR RAHMAN IRVANSYAH
true,,true,,2021-01-04 08:37:50 +0700 +07,true,c9191484755f1c138b72f87435558529,student,TEKNIK ELEKTRO,TEKNIK ELEKTRO,true,true,true,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,04. KHARISMA HILMY DWI IFANGGA,2. MOCH. IFAN JULIYANTO / ERIK DWI CAHYONO,
true,,true,,2021-01-04 08:37:52 +0700 +07,true,962d0c5e7590fb8ea61fcaad382c854c,student,TEKNIK INFORMATIKA,TEKNIK INFORMATIKA,true,true,,2. MOH. IRSAD / FIKRI ROLLY GUNAWAN,12. MOCHAMAD DIO,,
